cause_bucket,movie_key,source_title,target_start_date,target_end_date,statuses,methods,notes,rows,article_title,article_url,raw_cache_path,sample_raw
colon_list_row_or_real_list_title,joblo:US_CA:mufasa:2024-12-27,Mufasa,2024-12-27,2024-12-29,unmatched,normalized_exact,No movie title matched,1,Holiday Box Office Update & Predictions: Mufasa and Sonic 3 are (nearly) too close to call for the Holiday weekend,https://www.joblo.com/holiday-box-office-update-predictions/,data/raw/joblo/66fd64d70b223c636d563f98ca8d544f1ee5aaae3682dcbe2f2382711056234f.html,Mufasa: $70 million
colon_list_row_or_real_list_title,joblo:US_CA:moana-2:2025-01-03,Moana 2,2025-01-03,2025-01-05,ambiguous,normalized_exact,Multiple movies share the title,1,New Year's Box Office Update & Weekend Predictions: Nosferatu passes $50 million domestically,https://www.joblo.com/new-years-box-office-update-predictions/,data/raw/joblo/13607356b6d589302eaa9886f31ff85acaae80c0dda6c90b253495c80c0cbd56.html,Moana 2: $10 million
colon_list_row_or_real_list_title,joblo:US_CA:nosferatu:2025-01-03,Nosferatu,2025-01-03,2025-01-05,ambiguous,normalized_exact,Multiple movies share the title,1,New Year's Box Office Update & Weekend Predictions: Nosferatu passes $50 million domestically,https://www.joblo.com/new-years-box-office-update-predictions/,data/raw/joblo/13607356b6d589302eaa9886f31ff85acaae80c0dda6c90b253495c80c0cbd56.html,Nosferatu: $14 million
colon_list_row_or_real_list_title,joblo:US_CA:wicked:2025-01-03,Wicked,2025-01-03,2025-01-05,ambiguous,normalized_exact,Multiple movies share the title,1,New Year's Box Office Update & Weekend Predictions: Nosferatu passes $50 million domestically,https://www.joblo.com/new-years-box-office-update-predictions/,data/raw/joblo/13607356b6d589302eaa9886f31ff85acaae80c0dda6c90b253495c80c0cbd56.html,Wicked: $9 million
colon_list_row_or_real_list_title,joblo:US_CA:moana-2:2025-01-10,Moana 2,2025-01-10,2025-01-12,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Gerard Butler to face off with Mufasa,https://www.joblo.com/gerard-butler-to-face-off-with-mufasa/,data/raw/joblo/156b46aa93a66fef1a66debabd518a808a745b86d1cb6a1b14f64861414ae0e9.html,Moana 2: $7 million
colon_list_row_or_real_list_title,joblo:US_CA:nosferatu:2025-01-10,Nosferatu,2025-01-10,2025-01-12,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Gerard Butler to face off with Mufasa,https://www.joblo.com/gerard-butler-to-face-off-with-mufasa/,data/raw/joblo/156b46aa93a66fef1a66debabd518a808a745b86d1cb6a1b14f64861414ae0e9.html,Nosferatu: $8 million
colon_list_row_or_real_list_title,joblo:US_CA:nosferatu:2025-01-17,Nosferatu,2025-01-17,2025-01-19,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Wolf Man to have a howlingly good opening,https://www.joblo.com/box-office-predictions-wolf-man/,data/raw/joblo/fc0f96ce491b4822ad1ee85f9eed2097fb1339269eb711a92f2af41c3e0566a8.html,Nosferatu: $4 million
colon_list_row_or_real_list_title,joblo:US_CA:snow-white:2025-03-21,Snow White,2025-03-21,2025-03-23,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Snow White & Alto Knights to continue 2025's major slump,https://www.joblo.com/box-office-predictions-snow-white/,data/raw/joblo/efa2c39b1eecba7e1b05a80dfdab58d2b6c06f03821f7394260fe6d7da77dbaf.html,Snow White: $55 million
colon_list_row_or_real_list_title,joblo:US_CA:snow-white:2025-03-28,Snow White,2025-03-28,2025-03-30,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Jason Statham takes on Snow White,https://www.joblo.com/jason-statham-takes-on-snow-white/,data/raw/joblo/dce6f28b9d74770e72aaebef438907c064ee8ae7f265409203ba6c26da50c207.html,Snow White: $20 million
colon_list_row_or_real_list_title,joblo:US_CA:snow-white:2025-04-04,Snow White,2025-04-04,2025-04-06,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Will Minecraft deliver WB a major hit?,https://www.joblo.com/will-minecraft-deliver-wb-a-major-hit/,data/raw/joblo/5bf98b7d3aaf508640b18047e21fca837fd417f18958a3f4e34840d89c02e872.html,Snow White: $6 million
colon_list_row_or_real_list_title,joblo:US_CA:king-of-kings:2025-04-18,King of Kings,2025-04-18,2025-04-20,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Sinners to squeak out a win over Minecraft on Easter Weekend?,https://www.joblo.com/box-office-predictions-sinners/,data/raw/joblo/bc67f7c8b2be1eb14227f590d2f510f5a8f6c9cfd3471d0cdc89968e299ff417.html,King of Kings: $12 million
colon_list_row_or_real_list_title,joblo:US_CA:king-of-kings:2025-04-25,King of Kings,2025-04-25,2025-04-27,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Sinners should squeeze out a victory over The Accountant 2,https://www.joblo.com/sinners-should-squeeze-out-a-victory/,data/raw/joblo/496a819aa46dc59505e6110169f6176695dd4546e4db6d9ff52715c01ff3e618.html,King of Kings: $10 million
colon_list_row_or_real_list_title,joblo:US_CA:revenge-of-the-sith:2025-04-25,Revenge of the Sith,2025-04-25,2025-04-27,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Sinners should squeeze out a victory over The Accountant 2,https://www.joblo.com/sinners-should-squeeze-out-a-victory/,data/raw/joblo/496a819aa46dc59505e6110169f6176695dd4546e4db6d9ff52715c01ff3e618.html,Revenge of the Sith: $18 million
colon_list_row_or_real_list_title,joblo:US_CA:years-later:2025-06-20,Years Later,2025-06-20,2025-06-22,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Zombies take on Dragons as Pixar gets left in the dust?,https://www.joblo.com/box-office-predictions-zombies-take-on-dragons-as-pixar-gets-left-in-the-dust/,data/raw/joblo/e925e727fd8a3e56b0ffd93492ca109138e38a076da6c64a49760b2f4dccbb7b.html,28 Years Later: $35 million
colon_list_row_or_real_list_title,joblo:US_CA:f1:2025-07-11,F1,2025-07-11,2025-07-13,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Superman will open with at least $100 million,https://www.joblo.com/box-office-predictions-superman-will-open-with-at-least-100-million/,data/raw/joblo/ac00cfbfb79c73839099aafa4f9c8ea1bee9bda5186284bd67d186ffecd82c66.html,F1: $12 million
colon_list_row_or_real_list_title,joblo:US_CA:gabbys-dollhouse:2025-10-10,Gabby’s Dollhouse,2025-10-10,2025-10-12,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Tron Ares to lead the weekend with a so-so opening,https://www.joblo.com/box-office-predictions-tron-ares-to-lead-the-weekend-with-a-so-so-opening/,data/raw/joblo/924d9f364f3c3bb3c3bf68bfd2b663c78d870a302619ee69048c327c19022517.html,Gabby’s Dollhouse: $3 million
colon_list_row_or_real_list_title,joblo:US_CA:the-black-phone-2:2025-10-17,The Black Phone 2,2025-10-17,2025-10-19,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: The Black Phone 2 should break Blumhouse's cold streak,https://www.joblo.com/box-office-predictions-the-black-phone-2-should-break-blumhouses-cold-streak/,data/raw/joblo/5bed3f906254416bd330981d164bad505cdd44eb4236c9551ee67efd19f67ce6.html,The Black Phone 2: $20 million
colon_list_row_or_real_list_title,joblo:US_CA:the-black-phone-2:2025-10-31,The Black Phone 2,2025-10-31,2025-11-02,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Kpop Demon Hunters will lead a (very) slow weekend,https://www.joblo.com/kpop-demon-hunters-will-lead/,data/raw/joblo/43d2298a17d5c2ff43dad962b3aa2b29afab2a7725d3bb4d71d9a1fd6465207c.html,The Black Phone 2: $7 million
colon_list_row_or_real_list_title,joblo:US_CA:the-black-phone-2:2025-11-07,The Black Phone 2,2025-11-07,2025-11-09,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Will Predator: Badlands be able to reinvigorate the biz?,https://www.joblo.com/box-office-predictions-will-predator-badlands-be-able-to-reinvigorate-the-biz/,data/raw/joblo/e2c71f962a1b346e9b5fcadd5e50d869bb8e5c5c264a12e412fce0e891610c01.html,The Black Phone 2: $4 million
colon_list_row_or_real_list_title,joblo:US_CA:david:2026-01-02,David,2026-01-02,2026-01-04,ambiguous,normalized_exact,Multiple movies share the title,1,The Stranger Things finale grossed at least $25 million - but Netflix only plans 17 day release window for WB movies?,https://www.joblo.com/the-stranger-things-finale-grossed-at-least-25-million-but-netflix-only-plans-17-day-release-window-for-wb-movies/,data/raw/joblo/a685fc17ca20194a4eb76fc160a0f60f72cbf565a85a9e4314b225bc1460ef69.html,David: $8 million
colon_list_row_or_real_list_title,joblo:US_CA:marty-surpreme:2026-01-02,Marty Surpreme,2026-01-02,2026-01-04,unmatched,normalized_exact,No movie title matched,1,The Stranger Things finale grossed at least $25 million - but Netflix only plans 17 day release window for WB movies?,https://www.joblo.com/the-stranger-things-finale-grossed-at-least-25-million-but-netflix-only-plans-17-day-release-window-for-wb-movies/,data/raw/joblo/a685fc17ca20194a4eb76fc160a0f60f72cbf565a85a9e4314b225bc1460ef69.html,Marty Surpreme: $11 million
colon_list_row_or_real_list_title,joblo:US_CA:zootopia-2:2026-01-02,Zootopia 2,2026-01-02,2026-01-04,ambiguous,normalized_exact,Multiple movies share the title,1,The Stranger Things finale grossed at least $25 million - but Netflix only plans 17 day release window for WB movies?,https://www.joblo.com/the-stranger-things-finale-grossed-at-least-25-million-but-netflix-only-plans-17-day-release-window-for-wb-movies/,data/raw/joblo/a685fc17ca20194a4eb76fc160a0f60f72cbf565a85a9e4314b225bc1460ef69.html,Zootopia 2: $12 million
colon_list_row_or_real_list_title,joblo:US_CA:zootopia-2:2026-01-23,Zootopia 2,2026-01-23,2026-01-25,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Will Chris Pratt's Mercy manage to overtake Avatar 3 or will it fall flat?,https://www.joblo.com/box-office-predictions-mercy/,data/raw/joblo/56a07ed629e154b91fb9e8c4b3d45d847326749e944880d0070b83d39c1da1ef.html,Zootopia 2: $5.5 million
possessive_prose_fragment,joblo:US_CA:sonic-the-hedgehog-2s:2022-04-08,Sonic The Hedgehog 2’s,2022-04-08,2022-04-10,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Sonic The Hedgehog 2 set to race ahead of Ambulance & Morbius,https://www.joblo.com/box-office-predictions-sonic-the-hedgehog-2/,data/raw/joblo/240a346c67aa166184674b2fbac8536b53e4bee4d60fa21444c923535344290a.html,Sonic The Hedgehog 2’s 67% fresh score on Rotten Tomatoes and that is something that often isn’t the case with Michael Bay’s movies. Solid reviews might entice those who were on the fence about the film. I think word of mouth could allow Ambulance to gross beyond its opening tracking and that’s why I’m predicting $15 million for the weekend.
possessive_prose_fragment,joblo:US_CA:meg-2-the-trenchs:2023-08-11,Meg 2: The Trench’s,2023-08-11,2023-08-13,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: New Releases no match for Barbenheimer,https://www.joblo.com/box-office-predictions-new-releases-no-match-for-barbenheimer/,data/raw/joblo/6c3d9da386283923d3789f6c8b66a3837061e0552475273ba68b786b55c8e1a7.html,Meg 2: The Trench’s 28% RT score and 72% audience score (although how it got even that high of an audience score is beyond me!) I would expect Turtles to have a drop off in the 40% range with a $17 million weekend while Meg 2 is looking at an at least 60% drop off and a weekend around $12 million. You can check out Tyler Nichols 8/10 Turtles review here and Chris Bumbray’s 5/10 Meg 2 review here.
possessive_prose_fragment,joblo:US_CA:a-minecraft-movies:2025-11-21,A Minecraft Movie’s,2025-11-21,2025-11-23,unmatched,normalized_exact,No movie title matched,1,Weekend Box Office Predictions: Wicked 2 to dominate all newcomers,https://www.joblo.com/weekend-box-office-predictions-wicked-2-to-dominate-all-newcomers/,data/raw/joblo/3838ea516d5986bae9536e4e5437d98a99ed3fb04aceb80e5fc602bcaa4d6957.html,"A Minecraft Movie’s $162 million. While that’s possible, I also think Wicked: For Good might not have as explosive an opening as anticipated for one important reason — the Thanksgiving holiday is coming up, and a lot of parents are probably waiting to take their kids until the holiday. As such, my guess is that it will make a mighty $140 million, but then post a really slim week-to-week drop-off."
possible_real_title_or_alias,joblo:US_CA:sing-2:2022-04-08,Sing 2,2022-04-08,2022-04-10,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Sonic The Hedgehog 2 set to race ahead of Ambulance & Morbius,https://www.joblo.com/box-office-predictions-sonic-the-hedgehog-2/,data/raw/joblo/240a346c67aa166184674b2fbac8536b53e4bee4d60fa21444c923535344290a.html,"Sing 2 in December. With Spring break also rolling out beginning this weekend, the movie is poised to at least equal the opening success of the first film. The sequel has also grossed $30 million from 31 overseas markets after opening last weekend and 22 more are gearing up in the days ahead. This weekend Sonic will add some domestic dollars to that tally and I predict we’re going to see a $55 million opening from Sonic The Hedgehog 2. I honestly also wouldn’t be surprised if it debuted a bit higher than this prediction."
possible_real_title_or_alias,joblo:US_CA:guardians-of-the-galaxy-vol-2:2022-05-06,Guardians of the Galaxy Vol.2,2022-05-06,2022-05-08,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Doctor Strange & the Multiverse are about to put a lucrative spell on the box office,https://www.joblo.com/doctor-strange-multiverse-box-office-predictions/,data/raw/joblo/6fc51ab74108c0a501b3f45d6c9ed8d8715c6f7be12e6ca785890d6f50e99539.html,Guardians of the Galaxy Vol.2 ($146.5 million opening). Tracking has the Doctor Strange sequel at $150 million+ but I’m predicting an even bigger opening is in the cards.
possible_real_title_or_alias,joblo:US_CA:downton:2022-05-20,Downton,2022-05-20,2022-05-22,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Doctor Strange is expected to three-peat at number one while Downton Abbey should see solid counter-programming,https://www.joblo.com/box-office-predictions-doctor-strange-and-downton-abbey/,data/raw/joblo/d56f9834dbc20f38896cc2bcac1297b5fcdb921541c3ddaa99b66acede39e270.html,"Downton sequel has healthy pre-sales for Early Access showings, Thursday previews, and Friday matinees. This shows that the audience is there but we will have to wait and see exactly how frontloaded the film will be throughout the weekend. Reviews are solid at 79% fresh on Rotten Tomatoes which isn’t too far off from the first film’s 84% rating. The movie is also opening at 3,814 locations compared to the first film’s 3,079 locations three years ago. That’s a 24% increase and that could mean that studio is at least expecting an opening close to its predecessors. I’m going to call a $25 million opening for"
possible_real_title_or_alias,joblo:US_CA:jurassic-world-fallen-kingdom:2022-06-24,Jurassic World: Fallen Kingdom,2022-06-24,2022-06-26,ambiguous,normalized_exact,Multiple movies share the title,1,"Box Office Predictions: With the arrival of Elvis & The Black Phone, five films could gross $20M+ this weekend",https://www.joblo.com/box-office-predictions-elvis-the-black-phone/,data/raw/joblo/0664b8f41aa78d55c79af04d4f8b4fa894faa3f9f11dd4579354e36f9d093104.html,"Jurassic World: Fallen Kingdom, which dropped 58.8% in its second weekend. Should Dominion keep up with the close pace of Fallen Kingdom, that would mean another low 50%+ drop to a gross of about $28 million and a third place finish."
possible_real_title_or_alias,joblo:US_CA:get-out:2022-07-22,Get Out,2022-07-22,2022-07-24,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Nope is set to get a resounding YES from moviegoers this weekend,https://www.joblo.com/box-office-predictions-nope/,data/raw/joblo/4f1dfb1cc656c292ee8aeccad03599562adfa2f1d7e5de87a34dce565cb2c467.html,"Get Out and the 93% score for Us, it’s still a solid showing for the genre. This time Peele is blending sci-fi with a bit of horror, and it’s being called his most ambitious effort to date. The budget on Nope is his highest yet at $68 million, but I think moviegoers will come out for Nope because Peele’s name now carries weight in this genre at the box office. Even though I think it will open below Us, my $65 million prediction is still a fantastic start."
possible_real_title_or_alias,joblo:US_CA:super-ball-super-super-hero:2022-08-19,SUPER BALL SUPER: SUPER HERO,2022-08-19,2022-08-21,unmatched,normalized_exact,No movie title matched,1,Weekend Box Office Predictions: Dragon Ball Super and Beast fight for first,https://www.joblo.com/weekend-box-office-predictions/,data/raw/joblo/f2a1e66b691b07ad44edc7525127c44aabcd638181b3fd076976a56c0fe07caa.html,1) SUPER BALL SUPER: SUPER HERO- $14 Million
possible_real_title_or_alias,joblo:US_CA:dog-day-afternoon:2022-08-26,Dog Day Afternoon,2022-08-26,2022-08-28,unmatched,normalized_exact,No movie title matched,1,Weekend Box Office Predictions: The Invitation to lead a slow weekend,https://www.joblo.com/weekend-box-office-predictions-the-invitation-to-lead-a-slow-weekend/,data/raw/joblo/d39b65cf492303c7eb0f6e807ccb68a7b5c2f9cda322bceb20e2d0a422128bad.html,"Dog Day Afternoon while others have said the film lacks focus. Opening on just 900 screens, Breaking has the potential to be a strong word of mouth hit, but I expect it to open soft with around $2 Million in receipts."
possible_real_title_or_alias,joblo:US_CA:kills:2022-10-14,Kills,2022-10-14,2022-10-16,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Halloween to End Box Office Drought,https://www.joblo.com/box-office-predictions-halloween-to-end-box-office-drought/,data/raw/joblo/1a0b54dc6e6a894f04bee58c18372035adc531052ae32280be352eb707c44b92.html,"Kills release strategy and releasing day and date on the Peacock streaming service which could potentially cut into its box office. However the good news for this one is: there hasn’t been an opening over $25 million in nearly 3 months (when Jordan Peele’s Nope secured $44.3 million) so any opening north of $50 million for this franchise capper will be nothing but good news for the box office. I think the fact that theaters have been quiet for a while, combined with the Halloween season and the fact that people want to see how this over 40 year old saga ends could bring this one slightly higher with a $55 million opening."
possible_real_title_or_alias,joblo:US_CA:guardians-of-the-galaxy-volume-3:2023-05-12,Guardians of the Galaxy Volume 3,2023-05-12,2023-05-14,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Guardians 3 to have a less steep decline than usual in week 2,https://www.joblo.com/box-office-predictions-guardians-3-to-have-a-less-steep-decline-than-usual-in-week-2/,data/raw/joblo/cb68a882a5b2efa7d7eef644a8ecdc3b5e1a81b8b4788268af9e25ba58cff079.html,"Guardians of the Galaxy Volume 3 opened slightly lower than expected, with a $114 million gross. However, since audiences seem to like this movie a lot more than recent Marvel entries, it may have a less steep decline, like"
possible_real_title_or_alias,joblo:US_CA:little-mermaid:2023-06-02,Little Mermaid,2023-06-02,2023-06-04,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Spider-Man: Across The Spider-Verse swinging to an Impressive Opening,https://www.joblo.com/box-office-predictions-spider-man-across-the-spider-verse-swinging-to-an-impressive-opening/,data/raw/joblo/13a2012590f6455760c696ef0b0811d81f1373b300f96dc538e71b92af232bbe.html,"Little Mermaid performing pretty strongly, despite the wave of review bombing it saw, the question this weekend will be how well it can sustain that momentum. That is especially important for this film as it appears, contrary to other Disney Live Action remakes, this one will be making the bulk of its gross stateside with the international numbers not to the level of other comparable films. With a $250 million budget before an over $200 million marketing spend, this one, to pull a water pun, is swimming upstream. If the film can maintain in its second weekend, it should be able to hit its break even point, but at this point it appears the film is heading towards a loss, a small one, but a loss nonetheless. The big x-factor here is the fact that the Chinese market seems to have turned their back on"
possible_real_title_or_alias,joblo:US_CA:indy:2023-07-07,Indy,2023-07-07,2023-07-09,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Can the demons of Insidious take down Indiana Jones?,https://www.joblo.com/box-office-predictions-can-the-demons-of-insidious-take-down-indiana-jones/,data/raw/joblo/431eaa36d04f777f26bc4c42495a2fd9d7a533ee5d663bafd0367037075753e6.html,"Indy take in its second weekend? With word of mouth as it is, I think this one will dip around 60% which puts it around $24 million, which is about where I predict"
possible_real_title_or_alias,joblo:US_CA:fifth-place-will-likely-go-to-teenage-mutant-ninja-turtles-mutant-mayhem-with-another-9:2023-08-18,Fifth place will likely go to Teenage Mutant Ninja Turtles: Mutant Mayhem with another $9,2023-08-18,2023-08-20,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Blue Beetle to narrowly defeat Barbie?,https://www.joblo.com/box-office-predictions-blue-beetle-to-narrowly-defeat-barbie/,data/raw/joblo/75604e6244c705e30875a7d398ca40ba7851446751d9357e6cf4937c934db83e.html,"Fifth place will likely go to Teenage Mutant Ninja Turtles: Mutant Mayhem with another $9-$10 million as the latest, and according to critics: greatest, Turtles film continues its slow burn approach at the box office. With no real animated competition hitting theaters until September 29 when Paw Patrol: The Mighty Movie releases, I think Turtles should have some solid staying power."
possible_real_title_or_alias,joblo:US_CA:fifth-place-is-a-bit-tricky-to-predict-more-than-likely-we-will-see-teenage-mutant-ninja-turtles-mutant-mayhem-continue-its-slow-burn-theatrical-run-with-another-4:2023-08-25,Fifth place is a bit tricky to predict. More than likely we will see Teenage Mutant Ninja Turtles: Mutant Mayhem continue its slow burn theatrical run with another $4,2023-08-25,2023-08-27,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Gran Turismo looking at soft opening,https://www.joblo.com/box-office-predictions-gran-turismo-looking-at-soft-opening/,data/raw/joblo/4e5776d40c6147f9bb0ddb02f88998aae746be49ca764695e5329b6202953292.html,"Fifth place is a bit tricky to predict. More than likely we will see Teenage Mutant Ninja Turtles: Mutant Mayhem continue its slow burn theatrical run with another $4-$5 million. However, there are some smaller new releases hitting theaters that could pull in some decent money in this final weekend of the summer movie season. Liam Neeson returns to screens with his latest action film Retribution about a bank executive who receives a bomb threat while driving his children to school saying his car will explode if his children get out of his car. Since having a massive career resurgence in 2009 with Taken making him a genuine action star, his output in recent years has been on the forgettable side with his last starring role in Marlowe only generating $5.7 million worldwide. Retribution will not be the start of the next phase of his career, but I will say the trailer did look intriguing enough."
possible_real_title_or_alias,joblo:US_CA:fourth-place-will-likely-go-to-eventual-best-picture-winner-if-i-had-my-way-oppenheimer-with-another-6:2023-08-25,Fourth place will likely go to eventual Best Picture winner (if I had my way) Oppenheimer with another $6,2023-08-25,2023-08-27,unmatched,normalized_exact,No movie title matched,1,Box Office Predictions: Gran Turismo looking at soft opening,https://www.joblo.com/box-office-predictions-gran-turismo-looking-at-soft-opening/,data/raw/joblo/4e5776d40c6147f9bb0ddb02f88998aae746be49ca764695e5329b6202953292.html,"Fourth place will likely go to eventual Best Picture winner (if I had my way) Oppenheimer with another $6-$8 million bringing its domestic total to right around $300 million. Worldwide the Christopher Nolan title is hovering around $730 million, taking down Interstellar to become the director’s fourth highest grossing movie worldwide after The Dark Knight Rises ($1.08 Billion), The Dark Knight ($1 Billion) and Inception ($837.1 Million)."
possible_real_title_or_alias,joblo:US_CA:the-equalizer-2:2023-09-01,The Equalizer 2,2023-09-01,2023-09-03,ambiguous,normalized_exact,Multiple movies share the title,1,Box Office Predictions: Denzel to blow away competition in The Equalizer 3,https://www.joblo.com/box-office-predictions-denzel-is-back-in-the-equalizer-3/,data/raw/joblo/f09a90092592077d771e892523ece91bcfcbfb0d17bb9185ef4fe710f9988d69.html,"The Equalizer 2, would release in a prime summer slot of July 20 and open in first place with $36 million on its way to a $102 million domestic finish ($190.4 million worldwide). Those numbers are bolstered by the fact that director Antoine Fuqua keeps his budgets down with each film costing between $55- $75 million. Tracking for the film has it opening in the $30 million range and since that is about where the other two opened, that is what I will stick with for its 3-day take."
